station_eu_code;banda;wday;week;coordx;coordy;Intercept;rest;oldvalue.x;oldvalue.y;altitudedem;d_a2;clc_arable_agri;tipo_zona;value;t2m;tp;dtr;wspeed;pblmax;pblmin;pwspeed;rh;nirradiance;sp;weekend;day;evalue;mm
IT1736A;1;7;9;493305;4987490;1;0;8.94064708333333;17;-0.4197306147515603;0.09500612643791549;2.407196104675297;R;NA;-0.47619203137670685;0.3534061452733356;-2.8947880336431275;-0.9114190580929484;-1.5130020260631136;0.14015596819756498;-0.11525498126090589;1.8116083437230182;-1.4100640210027993;-0.19283174743227563;1;1;1.8914575297961034;3
IT1174A;1;7;9;499172;5014364;1;0;17.81513625;19;-0.35769275857224636;-0.2806040907490022;-0.21991728051183007;R;NA;-0.47619203137670696;0.4859334497508364;-2.8311663186180036;-0.7266235821565752;-1.110811614071653;0;-0.03475961402107314;1.8200344290426609;-1.2509263609081263;-0.24758644114761458;1;1;1.0661375796123238;3
IT1746A;1;7;9;490168;4995671;1;0;15.09454125;12;-0.36499132988745975;0.40327308116508015;1.2432851112379624;R;-0.22773078245805412;-0.47619203137670685;0.3828566573794469;-3.085653178718498;-0.7038222919882889;-1.1491154628327447;0.07007798409878246;0.3210781497689438;1.794756173083734;-1.3474524826048948;-0.2452058022904255;1;1;0.7963386193051402;3
IT1385A;1;7;9;591383;5080710;1;0;37.4895129166667;25;0.2517379462480734;1.3322174480885876;-0.5192086788242876;S;-0.40385725356420377;-0.317461354251138;1.3399983008280643;-3.403761753844117;-0.24517018653339218;-0.957596219027287;0.07007798409878252;-0.27346050276688827;2.81431249676041;-1.3918023223034104;-0.25472835771917923;1;1;0.6677394318900842;3
IT1650A;1;7;9;501884;5052600;1;0;40.5433541666667;26;0.09846794862859178;-0.2639251579371447;-0.7852454773242499;U;-0.4429000191644761;-0.3835991363867918;0.3975819134325026;-3.0220314636933745;-0.12060493576823472;-0.6511654289385551;0.14015596819756498;-0.2077209267656912;1.904295282239079;-1.0957019219633224;-0.24758644114761197;1;1;0.6421714087122683;3
IT1203A;1;7;9;488182;5043693;1;0;34.7453283333333;23;-0.029257049387642897;-0.039895819877221454;2.2076685058003256;S;-0.4110864599997388;-0.39682669281392247;0.3534061452733356;-2.9584097486682515;0.13674555961321966;-0.42134233637200647;0;0.05275110786621473;1.685217063928389;-1.0330903835654182;-0.29757985714857266;1;1;0.6629296122287465;3
IT1646A;1;7;9;556185;4992307;1;0;37.3268575;14;-0.521910613164548;-0.2315040582206344;0.7777207138630283;S;-0.9762137642884432;-0.38359913638679166;0.5890102421222261;-3.308329181306431;0.016140623844984825;-1.3789385553992932;0.14015596819756498;0.06171361503860984;1.1796519447498723;-1.5418091330483892;-0.2475864411476119;1;1;0.3767348086865161;3
IT1286A;1;7;9;538065;5016978;1;0;47.7209983333333;17;-0.4051334721211335;-0.21993149366935286;0.6447023146130473;U;-1.0283863752031284;-0.34391646710539936;0.5595597300161147;-3.1810857512561848;0.06726124466749073;-0.9192923702661955;0.07007798409878252;-0.050592474943265575;1.424008419019488;-1.3996287646031487;-0.2523477188619902;1;1;0.35758350088815616;3
IT1190A;1;7;9;543753;5108833;1;0;11.9013095833333;14;0.5290836562261829;-0.29606124185135446;-0.7519908775117545;U;NA;-0.2777786849697459;0.9129658752894504;-2.449436028467262;-0.052232155961625004;-0.44049426075255205;0.2102339522963475;-0.2107534478615688;2.1739300124676215;-0.8361249190220112;-0.24520580229042288;1;1;1.1748717839577474;3
IT1734A;1;7;9;527093;5076422;1;0;32.0822904166667;29;0.1897000900687594;-0.2041115513289986;0.378665516113085;S;-0.10067814001451492;-0.41005424924105305;0.6920870344936156;-3.2128966087687463;-0.29982590777390206;-0.8426846727440125;0.28031193639513;-0.18132214984390782;2.308747377581893;-1.2470131397582571;-0.3332894400064014;1;1;0.9042240195846836;3
IT1873A;1;7;9;480509;5051489;1;0;26.799635;27;0.10576651994380519;0.3332220680050525;-0.48595407901179233;U;NA;-0.38359913638679144;0.2650546089550017;-2.8947880336431275;-0.0953423355943086;-0.42134233637200647;0;0.04944182989996826;1.8031822584033765;-0.9287378195689111;-0.3213862457204585;1;1;1.0074486140797076;3
IT1865A;1;7;9;663222;4984697;1;0;11.75689625;13;-0.635038468550356;0.10058095967721169;2.1411593061753353;R;NA;-0.31746135425113803;1.1632952281913966;-3.244707466281308;0.5619931032891268;-1.1299635384521984;0.56062387279026;0.6949532433734731;1.1627997741105882;-1.5665928669975595;-0.2642509131479305;1;1;1.104842255830652;3
IT1868A;1;7;9;641121;5002355;1;0;35.6026141666667;17;-0.6313891828927493;-0.2619777410212025;-0.8517546769492405;U;-0.73614544855314;-0.34391646710539936;0.9129658752894504;-2.8947880336431275;0.29264301100786994;-0.8235327483634668;0.56062387279026;0.6106821677120852;1.112243262192737;-1.55224438944804;-0.27853474629106517;1;1;0.478956524588757;3
IT2232A;1;7;9;513035;5043798;1;0;62.1071458333333;34;-0.14238490477345075;0.20862410138995363;-0.8517546769492405;U;-0.6011724936371898;-0.39682669281392247;0.4859334497508364;-2.862977176130566;0.008417073833311473;-0.7660769752218297;0;-0.06046948100616234;1.8621648556408694;-1.257448396157908;-0.19045110857508654;1;1;0.5481685350323167;3
IT1287A;1;7;9;554887;5000807;1;0;45.57127875;15;-0.4671713283004475;-0.12037558465964783;-0.31968107994931594;U;-1.1067748827650803;-0.38359913638679166;0.6037354981752816;-3.1174640362310604;0.1290220096015462;-0.8043808239829211;0.2102339522963475;0.18112073742451879;1.2470606273070077;-1.4726755594007033;-0.2499670800048011;1;1;0.33062354313869524;3
IT1739A;1;7;9;582223;4999282;1;0;67.2351870833333;20;-0.5292091844797615;-0.1933405284189523;-0.45269947919929704;U;-1.208963124229689;-0.33068891067826856;0.633186010281393;-3.371950896331555;0.18897771557484466;-0.7852288996023753;0.35038992049391254;0.23846314851102682;1.019556323676675;-1.5639840528976467;-0.2475864411476119;1;1;0.2985066333167599;3
IT1869A;1;7;9;640042;5002762;1;0;31.6778133333333;21;-0.6386877542079626;-0.2169083837320525;0.24564711686310386;U;-0.4094953118821043;-0.34391646710539936;0.9129658752894504;-2.8947880336431275;0.29264301100786994;-0.8235327483634668;0.56062387279026;0.6106821677120852;1.112243262192737;-1.55224438944804;-0.27853474629106517;1;1;0.6639852710654317;3
IT1459A;1;7;9;487088;5047718;1;0;43.5598975;19;0.0437286637644912;0.24734692531769428;0.5449385151755614;S;-0.8267416683797877;-0.39682669281392247;0.3239556331672243;-2.9265988911556904;-0.15288618345820448;-0.42134233637200647;0;-0.07713020718668656;1.836886599681945;-0.9913493579668154;-0.3094830514345156;1;1;0.43747239672287386;3
IT0477A;1;7;9;514954;5038021;1;0;64.4357529166667;43;-0.21537061792558485;-0.30415225539545593;-0.8517546769492405;U;-0.40369638190518886;-0.39682669281392247;0.4859334497508364;-2.862977176130566;0.008417073833311473;-0.7660769752218297;0;-0.06046948100616234;1.8621648556408694;-1.257448396157908;-0.19045110857508654;1;1;0.6678468608811904;3
IT0267A;1;7;9;532499;5019632;1;0;37.8690870833333;14;-0.3905363294907067;-0.2199059174563671;2.4404507044877928;S;-0.9905975334663424;-0.3306889106782689;0.5301092179100034;-3.467383468869241;-0.11679465134156441;-0.9192923702661955;0.07007798409878252;-0.1428597029200649;1.4577127602980564;-1.385280287053629;-0.24520580229042277;1;1;0.3713547278356676;3
IT0761A;1;7;9;514271;5032866;1;0;38.4806970833333;33;-0.27375918844729213;-0.188083202693582;-0.8517546769492405;U;-0.15321879344696931;-0.37037157995966097;0.5153839618569478;-3.0220314636933754;-0.23953075287585524;-0.7660769752218297;0;-0.15837924833378209;1.6009562107319697;-1.2900585724068165;-0.2475864411476119;1;1;0.8579419891896944;3
IT0912A;1;7;9;512939;5004503;1;0;26.9354670833333;21;-0.3978349008059201;-0.0661775269969927;-0.8185000771367451;U;-0.24787655918932305;-0.39682669281392235;0.47120819369778083;-3.117464036231061;-0.4774796996375321;-1.110811614071653;0.07007798409878252;0.028467776029660385;1.6515127226498207;-1.3996287646031482;-0.19521238628946208;1;1;0.7804562774877165;3
IT0594A;1;7;9;595527;5043761;1;0;29.4926;25;-0.15698204740387758;-0.14088620758635734;-0.7187362776992593;U;-0.16465648393706678;-0.26455112854261487;0.9129658752894504;-3.6900594714571735;-0.2815476362816455;-0.8426846727440127;0.2102339522963475;0.08337431010947116;1.6093822960516109;-1.4022375787030612;-0.27377346857668683;1;1;0.8481850192277802;3
IT0778A;1;7;9;546188;5040703;1;0;44.4907404761905;23;-0.23361704621361837;-0.27031396157603305;-0.8185000771367451;U;-0.6576936073023143;-0.42328180566818385;0.7215375465997269;-3.1492748937436223;0.042861771516077285;-0.8043808239829211;0.07007798409878252;0.24627341966383554;1.9548517941569314;-1.3591921460545022;-0.31662496800608025;1;1;0.5180447723745333;3
IT2007A;1;7;9;517309;5072900;1;0;33.9765358333333;19;0.4123065151827684;-0.20012734136615204;-0.7187362776992593;U;-0.578920713659071;-0.42328180566818396;0.6037354981752816;-3.022031463693375;-0.3681986875805119;-0.8426846727440125;0.28031193639513;-0.25943982659081993;2.308747377581893;-1.1830971943103967;-0.366618384007041;1;1;0.5605029834434223;3
IT0906A;1;7;9;567206;5112996;1;0;28.92633625;15;0.44515008610122875;-0.052731938405842074;-0.35293567976181117;U;-0.6535088206017283;-0.13227556427130738;0.9571416434486173;-2.735733746080318;-0.1290220096015462;-0.38303848761091475;0.07007798409878252;-0.4101907541503327;1.8200344290426598;-0.675682851877382;-0.257108996576366;1;1;0.5202172216963828;3
IT0709A;1;7;9;641773;5000578;1;0;41.1966179166667;NA;-0.635038468550356;-0.2671884139842176;-0.5524632786367829;U;NA;-0.3306889106782687;0.9129658752894504;-3.1174640362310604;0.18590586485336735;-0.8235327483634668;0.56062387279026;0.5297702842261898;0.9015911292016872;-1.571810495197385;-0.2690121908623113;1;1;NA;3
IT1964A;1;7;9;552350;5009273;1;0;34.3296545833333;13;-0.4890670422460877;0.4026933745025122;1.6090857091754105;R;-0.9663060146600446;-0.38359913638679166;0.6037354981752816;-3.1174640362310604;0.1290220096015462;-0.8043808239829211;0.2102339522963475;0.18112073742451879;1.2470606273070077;-1.4726755594007033;-0.2499670800048011;1;1;0.38048595487046927;3
IT0742A;1;7;9;608003;5054922;1;0;30.81592625;18;0.985244363427021;0.39608180626695255;-0.05364428144935366;S;-0.5353595254738162;-0.2513235721154842;1.1191194600322294;-3.053842321205937;-0.2734911192264393;-0.9384442946467413;0.07007798409878252;-0.14158881127426304;1.3987301630605637;-1.4152816492026246;-0.2713928297194978;1;1;0.5854587649626055;3
IT1016A;1;7;9;515482;5035152;1;0;47.1762158333333;32;-0.2372663318712251;-0.15315747771664304;-0.8517546769492405;U;-0.3871513023926645;-0.39682669281392247;0.4859334497508364;-2.862977176130566;0.008417073833311473;-0.7660769752218297;0;-0.06046948100616234;1.8621648556408694;-1.257448396157908;-0.19045110857508654;1;1;0.6789883545917625;3
IT0837A;1;7;9;543366;5053430;1;0;19.0875195833333;16;-0.018309192414822782;0.07195303732967076;2.473705304300288;U;-0.17544077398622626;-0.3439164671053996;0.8098890829180607;-3.7536811864822974;-0.19968166895392303;-0.9192923702661957;0.21023395229634756;0.1046846083895725;1.9379996235176473;-1.3422348544050697;-0.31424432914889383;1;1;0.839087091485489;3
IT0776A;1;7;9;530733;5077396;1;0;47.9329595833333;30;0.04737794942209791;-0.27217689262042943;-0.8517546769492405;U;-0.46736226149744065;-0.37037157995966086;0.7804385708119495;-3.3719508963315556;-0.209078654416752;-0.9192923702661957;0.21023395229634756;-0.10917061222196789;2.283469121622968;-1.3083202711062052;-0.25948963543355485;1;1;0.6266530370209424;3
IT1104A;1;7;9;511544;5003574;1;0;38.9059416666667;27;-0.43432775738198715;0.06664665277181707;-0.7519908775117545;U;-0.3641802570671948;-0.42328180566818396;0.4564829376447252;-2.958409748668251;-0.5739264355080571;-1.110811614071653;0.07007798409878252;0.14464094549074888;1.6936431492480315;-1.365714181304284;-0.19045110857508651;1;1;0.6947659469828629;3
IT0732A;1;7;9;484792;5075857;1;0;27.9384579166667;21;0.9232065072477071;-0.10038692271243028;-0.8517546769492405;U;-0.28430402433276614;-0.41005424924105305;0.3092303771141687;-2.6403011735426327;-0.24579220651098754;-0.5554058070358265;0.28031193639513;-0.252900498087904;2.2413386950247567;-0.9169981561193044;-0.3213862457204585;1;1;0.7525378201151951;3
IT1965A;1;7;9;538830;5016706;1;0;46.5713116666667;17;-0.4051334721211335;-0.19106744053686364;-0.8517546769492405;U;-1.004051201193516;-0.34391646710539936;0.5595597300161147;-3.1810857512561848;0.06726124466749073;-0.9192923702661955;0.07007798409878252;-0.050592474943265575;1.424008419019488;-1.3996287646031487;-0.2523477188619902;1;1;0.3663921023289573;3
IT0741A;1;7;9;601972;5011421;1;0;48.34783375;9;-0.5292091844797615;0.7074222187300411;1.5093219097379247;R;-1.6722132127720908;-0.34391646710539947;0.6626365223875043;-3.2765183237938693;0.14025328655988722;-0.7852288996023752;0.2803119363951301;0.32192069960955294;1.2807649685855746;-1.49876370039983;-0.24282516343323635;1;1;0.18783089553513835;3
IT0777A;1;7;9;531623;5060570;1;0;55.47247625;25;0.31377580242738734;-0.2597136134067665;-0.41944487938680175;U;-0.7948202010754457;-0.37037157995966097;0.7362628026527825;-3.403761753844117;-0.2630091996417725;-0.9192923702661957;0.21023395229634756;-0.14970255614013078;2.1065213299104864;-1.2887541653568602;-0.2785347462910651;1;1;0.4516624360426985;3
IT0842A;1;7;9;578998;5014456;1;0;25.6619395833333;16;-0.4708206139580542;0.44948887618688915;2.473705304300288;R;-0.47007892079531244;-0.39682669281392247;0.6920870344936156;-3.4991943263818026;0.006770239399437106;-0.7852288996023753;0.35038992049391254;0.3731981299289654;1.6009562107319697;-1.4557182677512708;-0.28805730171981614;1;1;0.6249529445529755;3
IT2014A;1;7;9;522148;5095846;1;0;13.7319108333333;22;0.4962400853077226;1.9300323819270988;-0.8517546769492405;R;NA;-0.48941958780383754;0.7657133147588939;-2.1631383108542055;-0.09363537998053606;-1.110811614071653;0.2803119363951301;-0.13673025138344408;2.7974603261211257;-1.2339690692586938;-0.2904379405770052;1;1;1.59775466067505;3
IT0775A;1;7;9;529738;5109366;1;0;17.4804808333333;22;0.15320723349269236;0.004620758423814464;1.210030511425467;S;NA;-0.3968266928139226;0.7509880587058382;-2.4812468859798233;-0.06332753068784946;-0.44049426075255205;0.2102339522963475;-0.2107534478615688;2.687921216965781;-1.2104897423594798;-0.2761541074338758;1;1;1.257075970191754;3
IT0771A;1;7;9;506497;5072323;1;0;54.7263666666667;25;0.182401518753546;-0.12598161869145016;-0.8517546769492405;U;-0.7813033756560994;-0.42328180566818374;0.5153839618569478;-2.8947880336431275;-0.3681986875805119;-0.6511654289385551;0.14015596819756498;-0.2760024734299652;2.2581908656640413;-1.1257032841123182;-0.352334550863909;1;1;0.4578089252677085;3
IT0839A;1;7;9;555209;5023987;1;0;37.4463241666667;15;-0.4197306147515603;-0.11862749659237536;0.31215631648809444;S;-0.9108807378976049;-0.38359913638679166;0.6773617784405599;-2.990220606180813;0.30471741032981015;-0.8043808239829211;0.2102339522963475;0.42251971322642923;1.5841040400926854;-1.4022375787030614;-0.26901219086230865;1;1;0.40216986176787056;3
IT0846A;1;7;9;602576;5039860;1;0;31.6746145833333;38;-0.17157919003430439;0.15711432713289977;0.04611951798813218;S;NA;-0.23809601568835348;0.9571416434486173;-3.5628160414069265;-0.2273090888722784;-0.8426846727440127;0.2102339522963475;0.041178042588669195;1.4408605896587734;-1.4035419857530174;-0.2928185794341972;1;1;1.199070405718927;3
IT0997A;1;7;9;551515;5060450;1;0;41.9734120833333;27;0.2626858032208935;-0.21839046043567467;-0.8185000771367451;U;-0.4398822713324728;-0.2513235721154843;0.9129658752894504;-3.594626898919488;-0.4545452612688937;-0.8618365971245584;0.14015596819756498;-0.007596269807684908;1.8790170262801535;-1.3722362165540656;-0.20473494171821854;1;1;0.6441122470961946;3
IT0908A;1;7;9;605371;5147216;1;0;9.21044875;22;3.959412174376486;-0.24309178570087298;0.24564711686310386;U;NA;0;0.3828566573794469;-2.5448686010049477;0.28190819305975046;-0.019151924380545804;0.07007798409878252;0.03709225578057651;1.2133562860284393;-0.2830563298405251;-0.19045110857508618;1;1;2.3736772086307867;3
IT1619A;1;7;9;724877;5101579;1;0;14.2608695652174;19.1739130434783;0.36851508729148796;-0.22344609030182708;0.41192011592558025;S;NA;-0.1719582335526999;1.0896689479261181;-3.403761753844117;-0.19338742499931372;-1.6470654967269334;0;-0.29962215637693956;0.8931650438820469;-1.2939717935566855;-0.299960496005759;1;1;1.3421132303966117;3
IT1214A;1;7;9;719830;4991153;1;0;15.0434782608696;25.1739130434783;-0.6751806107840297;-0.23806002905001822;0.27890171667559915;U;NA;-0.1719582335526998;1.5756023976769546;-2.799355461105442;-0.10977600382552088;-1.2065712359743817;0.21023395229634756;0.026228185591951614;1.1543736887909455;-1.4844152228503105;-0.27377346857668683;1;1;1.6689635371805902;3
IT1328A;1;7;9;756651;5087210;1;0;27.304347826087;25.4347826086957;-0.5000148992189078;-0.18980645667988874;-0.28642648013682065;U;-0.07066013399059035;-0.15873067712556888;1.6639539339952887;-3.0856531787184984;0.45141933169512183;-1.7045212698685706;0;0.1251732564265955;0.7583476787677751;-1.237882290408563;-0.2237800525757288;1;1;0.931778518165953;3
IT1172A;1;7;9;686616;5037535;1;0;39.0416666666667;30.5;-0.4708206139580542;-0.23279503983505137;1.1435213118004766;S;-0.24618753428661488;-0.30423379782400706;1.2958225326688975;-3.403761753844117;0.23168749312654457;-1.5513058748242048;0.35038992049391254;0.24627341966383554;1.3397475658230686;-1.493546072200005;-0.37137966172141657;1;1;0.781775601447732;3
IT1791A;1;7;9;699477;5080406;1;0;14.625;2.66666666666667;4.046995030159047;0.46795305835043366;-0.8517546769492405;R;-1.6719035034032064;-0.264551128542615;1.2221962524036192;-3.1492748937436223;-0.07386742335291674;-1.627913572346388;0.14015596819756498;-0.23142721752694473;1.221782371348082;-1.3644097742543273;-0.29043794057700534;1;1;0.1878890775325413;3
IT1453A;1;7;9;722534;5028199;1;0;41.2173913043478;42.3913043478261;-0.645986325523176;-0.29095086607787024;0.7112115142380379;U;NA;-0.11904800784417668;1.5903276537300106;-3.27651832379387;0.4737972658957022;-1.2640270091160188;0.28031193639513;0.7263929230942195;0.8089041906856262;-1.4296301267521443;-0.24996708000480106;1;1;1.0284120803956653;3
IT1594A;1;7;9;748455;5114789;1;0;21.7826086956522;30.2608695652174;0.7224957960793383;-0.2770426675390418;-0.8517546769492405;U;NA;-0.17195823355269946;1.3694488129341758;-3.3401400388189932;0.043559574060230144;-1.7045212698685712;0.07007798409878252;-0.3010201419283648;0.9352954704802566;-1.2900585724068163;-0.3261475234348341;1;1;1.3874428770117215;3
IT1838A;1;7;9;697825;5046712;1;0;43.5833333333333;42.5;-0.5657020410558286;-0.14591544098834394;-0.8517546769492405;U;-0.0251123878259798;-0.29100624139687636;1.3547235568811198;-3.5310051838943646;0.32459351617932763;-1.5513058748242048;0.35038992049391254;0.34160508198740136;1.280764968585576;-1.471371152350747;-0.39518605029330506;1;1;0.9752003052270137;3
IT1535A;1;7;9;681590;5005947;1;0;26.9166666666667;31.5;-0.635038468550356;0.02220547508401834;-0.12015348107434423;U;NA;-0.2910062413968765;1.2369215084566747;-3.4037617538441163;0.6597365171643862;-1.1874193115938358;0.7007798409878251;0.683651256917221;1.061686750274886;-1.5770281233972103;-0.22854133029010437;1;1;1.1696483652066612;3
IT1340A;1;7;9;678922;5029929;1;0;40.5;33.4166666666667;-0.5766498980286486;-0.261114172766923;-0.48595407901179233;U;-0.1917252390571349;-0.21164090283409187;1.1191194600322294;-3.7536811864822974;0.2131919435224719;-1.3789385553992934;0.35038992049391254;0.39675231562082186;1.036408494315959;-1.545722354198258;-0.2713928297194978;1;1;0.8255336617405589;3
IT1848A;1;7;9;658951;5050515;1;0;11;10.9130434782609;2.1530157738611666;1.3266847367003665;1.3097943108629528;R;-0.007864767239806003;-0.37037157995966086;1.2958225326688975;-2.3221925984170144;-0.05925080347766842;-1.1491154628327445;0.35038992049391254;-0.051776964618886256;1.73577357584624;-1.4387609761018387;-0.25472835771917945;1;1;0.9921660791226035;3
IT2243A;1;7;9;658793;5033059;1;0;29.8260869565217;25.25;-0.4744698996156609;-0.27056397804167226;0.7777207138630283;U;-0.1659518434379752;-0.1984133464069613;1.0307679237138956;-3.531005183894364;-0.01634588887844024;-1.1491154628327445;0.35038992049391254;0.3920863468907443;1.2302084566677247;-1.5196342131991314;-0.25948963543355485;1;1;0.8470870260061032;3
IT2231A;1;7;9;750554;5061167;1;0;33.5217391304348;31.4347826086957;-0.635038468550356;-0.28531317230349673;0.7444661140505331;U;-0.06408170924562206;-0.03968266928139219;1.7817559824197338;-3.053842321205937;0.48596200087921076;-0.9767481434078326;0.14015596819756498;0.3154937880068321;0.3875999247035291;-1.2835365371570346;-0.24044452457604726;1;1;0.9379283589809915;3
IT1590A;1;7;9;752246;5062764;1;0;44.5217391304348;36.695652173913;-0.6386877542079626;-0.28095035001976804;-0.31968107994931594;U;-0.1928414739756099;-0.03968266928139219;1.7817559824197338;-3.053842321205937;0.48596200087921076;-0.9767481434078326;0.14015596819756498;0.3154937880068321;0.3875999247035291;-1.2835365371570346;-0.24044452457604726;1;1;0.8246126863490195;3
IT1871A;1;7;9;709278;5011588;1;0;33.7826086956522;28.2608695652174;-0.6313891828927493;-0.03429651971701157;-0.25317188032432536;S;-0.17789150204746562;-0.1984133464069613;1.4725256053055653;-3.085653178718499;0.38384431965699606;-1.2640270091160188;0.28031193639513;0.36203642020544824;1.0785389209141687;-1.4974592933498736;-0.27853474629106245;1;1;0.8370332349544457;3
IT1870A;1;7;9;707259;5018565;1;0;10.5217391304348;17.6521739130435;-0.5730006123710419;0.359028951246479;1.9416317073003633;R;NA;-0.21164090283409187;1.3841740689872313;-3.5946268989194876;0.6828759203124541;-1.2640270091160188;0.28031193639513;0.6070356171983585;1.0869650062338114;-1.510503363849437;-0.2547283577191793;1;1;1.671305771592304;3
IT1177A;1;7;9;698206;5048362;1;0;46;49.375;-0.5657020410558286;-0.2510599048678001;-0.7187362776992593;U;NA;-0.3571440235325304;1.3841740689872313;-3.403761753844117;0.17769619558187544;-1.5513058748242048;0.35038992049391254;0;1.2470606273070077;-1.4100640210027993;-0.3285281622920232;1;1;1.0732104121475057;3
IT1790A;1;7;9;759468;5117595;1;0;6.73913043478261;6.17391304347826;1.5253386407528133;0.14029049109114833;1.8751225076753726;R;-0.08626034428440743;-0.1719582335526999;2.0468105913747356;-2.926598891155689;0.05925080347766842;-1.7045212698685712;0.07007798409878252;-0.43775039331180887;1.4324345043391307;-1.365714181304284;-0.24044452457604715;1;1;0.91735537190082606;3
IT1596A;1;7;9;772601;5081925;1;0;16.3913043478261;17.9565217391304;-0.6423370398655693;-0.06523220704176755;2.473705304300288;R;NA;-0.0793653385627846;2.090986359533902;-2.831166318618004;0.27840491982903626;-0.6320135045580094;0.14015596819756498;0.3401188639330811;0.6319563989731458;-1.2757100948572966;-0.3213862457204585;1;1;1.0949116794094356;3
IT1213A;1;7;9;741132;4992697;1;0;25.8333333333333;19.3913043478261;-0.6824791820992431;-0.12931105729087963;-0.7519908775117545;U;-0.28556070728398986;-0.013227556427130693;2.0468105913747356;-1.9086514507537107;0.239140007910787;-0.38303848761091464;0.07007798409878252;0.36355350539697506;0.5139912044981582;-1.4413697902017513;-0.27377346857668683;1;1;0.7515927126411105;3
